payment_method,transaction_id,order_number,gross_amount,psp_fees,settlement_amount,currency_code,conversion_rate
stripe_payments,pi_3RlyAGKBRFHIrdpE1qjuywbg,HnK001018474,301.68,9.05,292.63,USD,1.0
stripe_payments,pi_3RlxfWKBRFHIrdpE1ufEZPSG,HnK001018473,83.45,2.72,80.73,USD,1.0
stripe_payments,pi_3RlxSaKBRFHIrdpE10w2u7Av,HnK001018471,141.19,4.39,136.8,USD,1.0
stripe_payments,pi_3RlxS7KBRFHIrdpE167d4TLH,HnK001018470,51.81,1.8,50.01,USD,1.0
paypal_express,1SG17636P8865651L,HnK001018469,295.12,10.2,284.92,USD,1.0
stripe_payments,pi_3Rlx9ELbZ7P2XrWw0UmZqOwM,CEFE000002157,257.67,11.64,246.03,USD,0.72
paypal_express,6SM20733XF191444N,HnK001018468,278.18,9.64,268.54,USD,1.0
stripe_payments,pi_3Rlx1cBQ61UuLJWK0sU8LML7,HnC010011648,316.58,9.48,307.1,USD,1.0
stripe_payments,pi_3RlwmkBQ61UuLJWK1yi7NuND,HnC010011647,563.19,16.63,546.56,USD,1.0
stripe_payments,pi_3RlwmIKBRFHIrdpE0XlQfmcH,HnK001018467,312.47,9.36,303.11,USD,1.0
stripe_payments,pi_3RlwdWLbZ7P2XrWw0YJcwDXy,FE001016430,336.48,10.06,326.42,USD,1.0
stripe_payments,pi_3RlwbbKBRFHIrdpE0r7QR1dJ,HnK001018466,990.34,29.02,961.32,USD,1.0
paypal_express,75C32943EE8529241,HnK001018465,227.14,7.96,219.18,USD,1.0
stripe_payments,pi_3RlvwAKBRFHIrdpE1QyeXPtj,HnK001018464,253.19,7.64,245.55,USD,1.0
stripe_payments,pi_3RlvptBQ61UuLJWK1WIpI34g,HnC010011645,712.62,20.97,691.65,USD,1.0
paypal_express,5AK9303489129963U,HnK001018463,190.3,6.75,183.55,USD,1.0
stripe_payments,pi_3RlvovKBRFHIrdpE0t2NbPiX,HnK001018462,680.09,20.02,660.07,USD,1.0
stripe_payments,pi_3RlvmeBQ61UuLJWK2I4DKDpx,HnC010011644,212.15,6.45,205.7,USD,1.0
stripe_payments,pi_3RlvhoLbZ7P2XrWw3Dx9cug8,CEFE000002156,113.58,5.3,108.28,USD,0.719859
stripe_payments,pi_3RlvRmLbZ7P2XrWw2MWuYN8X,CEFE000002155,566.79,25.24,541.55,USD,0.719859
stripe_payments,pi_3RlvHhKBRFHIrdpE0wLqlRfx,HnK001018461,648.0,19.09,628.91,USD,1.0
stripe_payments,pi_3RlvGxKBRFHIrdpE0fczXqer,HnK001018460,168.65,5.19,163.46,USD,1.0
stripe_payments,pi_3RluhmLbZ7P2XrWw0CEefYW4,FE001016429,143.26,4.45,138.81,USD,1.0
stripe_payments,pi_3RluZ4KBRFHIrdpE0nN7iavi,HnK001018459,196.5,6.0,190.5,USD,1.0
stripe_payments,pi_3RluXcCyhgPTsSxt1IENh3PW,WTB000010110,250.68,7.57,243.11,USD,1.0
stripe_payments,pi_3RluPgKBRFHIrdpE0mcIEvxn,HnK001018458,183.63,5.63,178.0,USD,1.0
stripe_payments,pi_3RluM4BQ61UuLJWK1lzqyiCj,HnC010011643,909.66,26.68,882.98,USD,1.0
stripe_payments,pi_3Rlu7PLbZ7P2XrWw1OnTvB9b,FE001016428,642.46,18.93,623.53,USD,1.0
stripe_payments,pi_3Rlu0nLbZ7P2XrWw33OB8Qdh,FE001016427,551.09,16.28,534.81,USD,1.0
paypal_express,7FK35744325739211,HnC010011641,191.62,6.79,184.83,USD,1.0
stripe_payments,pi_3RltkbBQ61UuLJWK1kso0ExX,HnC010011640,262.32,7.91,254.41,USD,1.0
paypal_express,5GE48845FB813050S,HnK001018456,112.03,4.18,107.85,USD,1.0
stripe_payments,pi_3RltiyKBRFHIrdpE0AiR51xl,HnK001018457,32.92,1.25,31.67,USD,1.0
paypal_express,3EU47248EW4335409,HnK001018455,172.24,6.16,166.08,USD,1.0
stripe_payments,pi_3RltO5KBRFHIrdpE1rFFBMzs,HnK001018454,124.19,3.9,120.29,USD,1.0
stripe_payments,pi_3Rlt9PBQ61UuLJWK1fdSJEod,HnC010011639,193.96,5.92,188.04,USD,1.0
stripe_payments,pi_3Rlt64BQ61UuLJWK24TDPy2T,HnC010011638,490.08,14.51,475.57,USD,1.0
stripe_payments,pi_3RlswTLbZ7P2XrWw15MBbEK5-refund,FE001016426,177.05,5.43,171.62,USD,1.0
stripe_payments,pi_3Rlsv8BQ61UuLJWK0wn4mVgy,HnC010011637,1368.8,40.0,1328.8,USD,1.0
stripe_payments,pi_3RlsroBQ61UuLJWK2b1Q8y5R,HnC010011636,1447.37,42.27,1405.1,USD,1.0
stripe_payments,pi_3RlsN7KBRFHIrdpE0uS8Qios,HnK001018453,120.19,3.79,116.4,USD,1.0
stripe_payments,pi_3RlsEIKBRFHIrdpE1AX78FBd,HnK001018450,446.3,13.24,433.06,USD,1.0
stripe_payments,pi_3RlrZRLbZ7P2XrWw2Ch0SuFX,CEFE000002154,65.06,3.16,61.9,USD,0.719518
paypal_express,34122995M6158921E,HnK001018449,0.0,0.0,0.0,Refunded,1.0
stripe_payments,pi_3RlrDFBQ61UuLJWK1tpbSFrn,HnC010011635,272.0,8.19,263.81,USD,1.0
stripe_payments,pi_3RlqRwKBRFHIrdpE1XBaaL2m,HnK001018448,29.8,1.16,28.64,USD,1.0
stripe_payments,pi_3RlqCfKBRFHIrdpE0fpC1v2q-refund,HnK001018447,66.63,2.23,64.4,USD,1.0
stripe_payments,pi_3Rlpu4KBRFHIrdpE0dwuq3kw,HnK001018446,135.42,4.23,131.19,USD,1.0
stripe_payments,pi_3RlppWKBRFHIrdpE1T8ziexz,HnK001018445,298.63,8.96,289.67,USD,1.0
stripe_payments,pi_3RlpHMBQ61UuLJWK15BGRqcP,HnC010011634,859.49,25.23,834.26,USD,1.0
paypal_express,7J279244E5025311H,HnK001018444,31.04,1.51,29.53,USD,1.0
stripe_payments,pi_3Rlj0OKBRFHIrdpE13vauVSG,HnK001018443,352.23,10.51,341.72,USD,1.0
paypal_express,3TB11405JE4152216,HnC010011633,49.84,2.13,47.71,USD,1.0
stripe_payments,pi_3RlieyLbZ7P2XrWw0gKe0sjo,CEFE000002153,117.49,5.47,112.02,USD,0.721511
paypal_express,4US74311GT270562M,HnK001018441,227.56,7.98,219.58,USD,1.0
stripe_payments,pi_3RliT0KBRFHIrdpE1i42QYF9,HnK001018442,35.3,1.32,33.98,USD,1.0
stripe_payments,pi_3Rlgu5BQ61UuLJWK0OARyZgg,HnC010011631,594.56,17.54,577.02,USD,1.0
stripe_payments,pi_3RlgtBKBRFHIrdpE0lg8RHS6,HnK001018438,92.79,2.99,89.8,USD,1.0
stripe_payments,pi_3RlgnJLbZ7P2XrWw01E01yqy,FE001016421,112.94,3.58,109.36,USD,1.0
stripe_payments,pi_3RlgeqKBRFHIrdpE1X7pjbKS,HnK001018437,103.35,3.3,100.05,USD,1.0
stripe_payments,pi_3RlgHuKBRFHIrdpE0keCWE3W,HnK001018431,94.03,3.03,91.0,USD,1.0
paypal_express,2KJ37822HT8733413,HnK001018436,221.09,7.76,213.33,USD,1.0
paypal_express,22Y91837RM464924M,HnK001018435,43.97,1.94,42.03,USD,1.0
stripe_payments,pi_3RlfzoKBRFHIrdpE1eGs8ko8,HnK001018434,108.69,3.45,105.24,USD,1.0
paypal_express,7DG97111P61770152,HnK001018433,174.37,6.23,168.14,USD,1.0
stripe_payments,pi_3RlfSZKBRFHIrdpE1QQSLQL9,HnK001018432,265.45,11.98,253.47,USD,1.0
paypal_express,2JB60876EB195841Y,HnK001018429,554.92,18.75,536.17,USD,1.0
stripe_payments,pi_3RlewQLbZ7P2XrWw3gwtc8vN,FE001016420,79.18,3.78,75.4,USD,1.0
stripe_payments,pi_3RlelZKBRFHIrdpE1WFhUH1Y-refund,HnK001018426,183.28,5.62,177.66,USD,1.0
stripe_payments,pi_3RlehNKBRFHIrdpE0aYktAc3,HnK001018425,311.81,9.34,302.47,USD,1.0
stripe_payments,pi_3RlecAKBRFHIrdpE131W5j22,HnK001018424,194.91,5.95,188.96,USD,1.0
stripe_payments,pi_3RleFnBQ61UuLJWK1iMlcS22,HnC010011630,234.37,7.1,227.27,USD,1.0
paypal_express,7VT82734ML844091R,HnK001018423,0.0,0.0,0.0,Refunded,1.0
stripe_payments,pi_3Rle8qBQ61UuLJWK1ZW3cxt0,HnC010011629,302.26,9.07,293.19,USD,1.0
stripe_payments,pi_3RldruKBRFHIrdpE0w2O4c47,HnK001018422,333.37,9.97,323.4,USD,1.0
stripe_payments,pi_3RldqwLbZ7P2XrWw0ogZO7lm,FE001016419,102.62,3.28,99.34,USD,1.0
paypal_express,5SG14845V7601441H,HnK001018421,247.52,8.63,238.89,USD,1.0
stripe_payments,pi_3RldMXKBRFHIrdpE17RF1Ikr,HnK001018420,58.11,1.99,56.12,USD,1.0
paypal_express,4U431764WB1314747,HnK001018419,0.0,0.0,0.0,Refunded,1.0
stripe_payments,pi_3RlcoHKBRFHIrdpE1FnLRVE9,HnK001018418,149.3,4.63,144.67,USD,1.0
stripe_payments,pi_3RlclgBQ61UuLJWK1NOXqKSt-refund,HnC010011628,3355.74,97.62,3258.12,USD,1.0
paypal_express,8KN25252T57020032,HnK001018417,80.97,3.15,77.82,USD,1.0
stripe_payments,pi_3Rlcb8KBRFHIrdpE1tKeIVqw,HnK001018416,174.91,5.37,169.54,USD,1.0
stripe_payments,pi_3RlcXLLbZ7P2XrWw2OrvR2ol,FE001016418,107.05,3.4,103.65,USD,1.0
stripe_payments,pi_3RlcVvKBRFHIrdpE08ScKST5,HnK001018415,119.77,3.77,116.0,USD,1.0
stripe_payments,pi_3RlcUKLbZ7P2XrWw1qUXiTES,CEFE000002152,485.49,21.66,463.83,USD,0.723494
stripe_payments,pi_3Rlc8MBQ61UuLJWK0oL5clWq,HnC010011627,254.59,7.68,246.91,USD,1.0
paypal_express,6B764962RA235160C,HnK001018413,350.64,12.03,338.61,USD,1.0
stripe_payments,pi_3RlbpELbZ7P2XrWw3AvsuV5w,CEFE000002151,183.62,8.38,175.24,USD,0.723293
stripe_payments,pi_3RlbmQBQ61UuLJWK2zzEoJlB,HnC010011626,232.89,7.05,225.84,USD,1.0
paypal_express,77283420HG340221E,HnK001018412,89.48,3.43,86.05,USD,1.0
stripe_payments,pi_3RlbAYLbZ7P2XrWw3ksgessc,FE001016416,110.6,3.51,107.09,USD,1.0
paypal_express,64K659309W0152708,HnK001018411,215.38,7.58,207.8,USD,1.0
stripe_payments,pi_3Rlb6HKBRFHIrdpE0SYXTm8m-refund,HnK001018410,240.55,7.28,233.27,USD,1.0
stripe_payments,pi_3Rlb4PKBRFHIrdpE104wxXuC,HnK001018409,82.07,2.68,79.39,USD,1.0
stripe_payments,pi_3RlaupBQ61UuLJWK00HoPbeg,HnC010011625,96.51,3.1,93.41,USD,1.0
stripe_payments,pi_3RlapPLbZ7P2XrWw3nmYM1oJ,FE001016415,43.87,1.57,42.3,USD,1.0
stripe_payments,pi_3RlanpBQ61UuLJWK1JjcEMoi,HnC010011624,267.09,8.05,259.04,USD,1.0
stripe_payments,pi_3Rlal9BQ61UuLJWK0vobcdtM-refund,HnC010011623,198.69,6.06,192.63,USD,1.0
stripe_payments,pi_3RlahwLbZ7P2XrWw0ThJHcIW,FE001016414,1575.53,45.99,1529.54,USD,1.0
stripe_payments,pi_3RlahhKBRFHIrdpE1t1bcWgU,HnK001018408,309.01,9.26,299.75,USD,1.0
paypal_express,2MH73532HC641640P,HnK001018407,0.0,0.0,0.0,Refunded,1.0
paypal_express,32A84838S5566450B,HnK001018406,210.72,7.42,203.3,USD,1.0
stripe_payments,pi_3Rla3vBQ61UuLJWK1ojIwueI-refund,HnC010011622,924.77,27.12,897.65,USD,1.0
stripe_payments,pi_3RlZs9BQ61UuLJWK0x9vIYTf,HnC010011621,199.48,6.08,193.4,USD,1.0
stripe_payments,pi_3RlZsUKBRFHIrdpE0wTw17gV,HnK001018404,183.97,5.64,178.33,USD,1.0
stripe_payments,pi_3RlZgzKBRFHIrdpE0RUnFGDC,HnK001018403,87.52,2.84,84.68,USD,1.0
paypal_express,37M72032VU652553C,HnC010011620,900.69,30.12,870.57,USD,1.0
stripe_payments,pi_3RlZ2UBQ61UuLJWK0IY6REK4,HnC010011619,132.26,4.14,128.12,USD,1.0
stripe_payments,pi_3RlYx6BQ61UuLJWK1Rk78NCs,HnC010011618,219.67,6.67,213.0,USD,1.0
stripe_payments,pi_3RlYJbKBRFHIrdpE05LKFI8T,HnK001018402,66.68,2.23,64.45,USD,1.0
stripe_payments,pi_3RlY8JKBRFHIrdpE02OcyW14,HnK001018401,229.67,6.96,222.71,USD,1.0
stripe_payments,pi_3RlXtCKBRFHIrdpE0pBxp2dq,HnK001018399,262.75,7.92,254.83,USD,1.0
stripe_payments,pi_3RlXrNLbZ7P2XrWw2WjLzyxY,CEFE000002147,134.26,6.21,128.05,USD,0.721854
stripe_payments,pi_3RlXqvKBRFHIrdpE1ZUjLr52,HnK001018398,45.03,1.61,43.42,USD,1.0
stripe_payments,pi_3RlXbYKBRFHIrdpE0GHS4QST,HnK001018397,329.1,9.84,319.26,USD,1.0
stripe_payments,pi_3RlXUGLbZ7P2XrWw0MaSw1KB,CEFE000002146,1711.77,75.62,1636.15,USD,0.720393
stripe_payments,pi_3RlXUBBQ61UuLJWK2GpUSdJ9,HnC010011617,1926.07,56.16,1869.91,USD,1.0
paypal_express,8WE88522M1014112B,HnC010011616,184.13,6.55,177.58,USD,1.0
stripe_payments,pi_3RlXGfKBRFHIrdpE1IYSmdKl,HnK001018395,87.89,2.85,85.04,USD,1.0
stripe_payments,pi_3RlX9nKBRFHIrdpE1y79Wfi3,HnK001018394,159.36,4.92,154.44,USD,1.0
stripe_payments_invoice,pi_3RlWweBQ61UuLJWK2adKVdJ7,HnC010011615,369.32,11.01,358.31,USD,1.0
stripe_payments,pi_3RlWpoBQ61UuLJWK1nnvKuiu,HnC010011614,509.18,15.07,494.11,USD,1.0
stripe_payments,pi_3RlWaELbZ7P2XrWw399NC8fu,CEFE000002145,342.73,15.38,327.35,USD,0.720204
stripe_payments,pi_3RlWC6KBRFHIrdpE0QWlYl4w,HnK001018392,188.59,5.77,182.82,USD,1.0
stripe_payments,pi_3RlVyjKBRFHIrdpE1zrbqatb-refund,HnK001018391,120.52,3.8,116.72,USD,1.0
stripe_payments,pi_3RlVogBQ61UuLJWK1GCX0ro4,HnC010011613,198.52,6.06,192.46,USD,1.0
stripe_payments,pi_3RlVgXKBRFHIrdpE0cZC8OcU,HnK001018390,89.66,2.9,86.76,USD,1.0
stripe_payments,pi_3RlVDCKBRFHIrdpE1P2KmAKW,HnK001018389,64.51,2.17,62.34,USD,1.0
stripe_payments,pi_3RlUwGLbZ7P2XrWw3AoHim9N,FE001016413,244.05,7.38,236.67,USD,1.0
stripe_payments,pi_3RlUGoKBRFHIrdpE0DpG0VjI,HnK001018388,172.57,5.3,167.27,USD,1.0
stripe_payments,pi_3RlSr2BQ61UuLJWK2WZNITq1,HnC010011611,291.18,8.74,282.44,USD,1.0
stripe_payments,pi_3RlNUZKBRFHIrdpE1KmOwZAL,HnK001018387,48.34,1.7,46.64,USD,1.0
stripe_payments,pi_3RlN4iLbZ7P2XrWw0EpnMivd,FE001016412,373.71,11.14,362.57,USD,1.0
stripe_payments,pi_3RlN1NKBRFHIrdpE1w5AunXc,HnK001018386,93.12,3.0,90.12,USD,1.0
stripe_payments,pi_3RlM7lKBRFHIrdpE12t3fY8N,HnK001018384,263.07,7.93,255.14,USD,1.0
stripe_payments,pi_3RlLcJKBRFHIrdpE09rm0jng,HnK001018383,197.43,6.03,191.4,USD,1.0
stripe_payments,pi_3RlLZCKBRFHIrdpE0CmCrzue,HnK001018382,134.55,4.2,130.35,USD,1.0
stripe_payments,pi_3RlKZCLbZ7P2XrWw2tOhQEIv,FE001016411,425.75,12.65,413.1,USD,1.0
stripe_payments,pi_3RlKVGKBRFHIrdpE1L3x7Joq,HnK001018380,346.67,10.35,336.32,USD,1.0
stripe_payments,pi_3RlKK2KBRFHIrdpE1P49CeAq-refund,HnK001018378,103.61,3.3,100.31,USD,1.0
paypal_express,2PK975170K938663Y,HnK001018376,164.48,5.9,158.58,USD,1.0
stripe_payments,pi_3RlJTDKBRFHIrdpE1ZQSWZqy,HnK001018375,149.78,4.64,145.14,USD,1.0
stripe_payments,pi_3RlJJmBQ61UuLJWK00xmQXdc,HnC010011609,483.45,14.32,469.13,USD,1.0
paypal_express,1BH856915P129330S,HnK001018374,95.41,3.63,91.78,USD,1.0
stripe_payments,pi_3RlIwQKBRFHIrdpE1vobhmuk,HnK001018373,112.34,3.56,108.78,USD,1.0
stripe_payments,pi_3RlIrfBQ61UuLJWK0v5gn7xA,HnC010011608,78.3,2.57,75.73,USD,1.0
stripe_payments,pi_3RlInWKBRFHIrdpE1rOLKAPN,HnK001018372,258.52,7.8,250.72,USD,1.0
paypal_express,7UX298687V430200E,HnK001018371,128.69,4.72,123.97,USD,1.0
paypal_express,0MY83405A9560893K,HnC010011607,341.31,11.72,329.59,USD,1.0
stripe_payments,pi_3RlIbiKBRFHIrdpE1FJAqQPA,HnK001018370,128.76,4.03,124.73,USD,1.0
paypal_express,2R8360360P883045X,HnK001018369,118.58,4.39,114.19,USD,1.0
stripe_payments,pi_3RlIPLKBRFHIrdpE1jyIFrYm,HnK001018368,184.66,5.66,179.0,USD,1.0
stripe_payments,pi_3RlIItBQ61UuLJWK1PSfmLNy,HnC010011606,213.8,6.5,207.3,USD,1.0
paypal_express,02T51618SR973761T,HnK001018366,0.0,0.0,0.0,Refunded,1.0
paypal_express,3R1432294S647670N,HnK001018365,0.0,0.0,0.0,Refunded,1.0
stripe_payments,pi_3RlHUAKBRFHIrdpE0mHdkXEI,HnK001018364,110.42,3.5,106.92,USD,1.0
paypal_express,7RS73326PR936764B,HnK001018363,228.12,8.0,220.12,USD,1.0
stripe_payments,pi_3RlH0uLbZ7P2XrWw0SbV1x82,CEFE000002144,191.44,8.72,182.72,USD,0.721654
stripe_payments,pi_3RlGt5KBRFHIrdpE07wJi73p,HnK001018362,197.07,6.02,191.05,USD,1.0
stripe_payments,pi_3RlGqaKBRFHIrdpE1eVxuF8v,HnK001018361,177.05,5.43,171.62,USD,1.0
paypal_express,4XY36064E1951215F,HnK001018360,85.98,3.32,82.66,USD,1.0
stripe_payments,pi_3RlGjMBQ61UuLJWK0iZxVeVx,HnC010011605,191.3,5.85,185.45,USD,1.0
stripe_payments,pi_3RlGgABQ61UuLJWK2xFXbunT,HnC010011604,487.88,14.45,473.43,USD,1.0
stripe_payments,pi_3RlGXhBQ61UuLJWK2vjyER27,HnC010011603,642.07,18.92,623.15,USD,1.0
stripe_payments,pi_3RlGHWKBRFHIrdpE0syDw9Pu,HnK001018358,161.86,4.99,156.87,USD,1.0
stripe_payments,pi_3RlGFILbZ7P2XrWw00zzFHnR,CEFE000002143,101.61,4.77,96.84,USD,0.721385
stripe_payments,pi_3RlG8QBQ61UuLJWK0kpHN3l2,HnC010011602,458.5,13.6,444.9,USD,1.0
stripe_payments,pi_3RlFp7BQ61UuLJWK1ftt6JIC,HnC010011601,2002.73,58.38,1944.35,USD,1.0
stripe_payments,pi_3RlFfmKBRFHIrdpE0xj8yy6P,HnK001018356,147.38,4.57,142.81,USD,1.0
stripe_payments,pi_3RlFYiKBRFHIrdpE1HSkDJGU,HnK001018355,151.82,4.7,147.12,USD,1.0
paypal_express,26K74337U45974031,HnK001018354,111.1,4.15,106.95,USD,1.0
stripe_payments,pi_3RlFWPKBRFHIrdpE0Nr7NBWz,HnK001018353,119.05,3.75,115.3,USD,1.0
stripe_payments,pi_3RlFH0KBRFHIrdpE1JRh9b7Q,HnK001018352,321.56,9.63,311.93,USD,1.0
stripe_payments,pi_3RlFEGKBRFHIrdpE0lhBU1Zk,HnK001018351,263.6,7.94,255.66,USD,1.0
paypal_express,2YE33719NF765302X,HnK001018350,184.59,6.56,178.03,USD,1.0
stripe_payments,pi_3RlEmQBQ61UuLJWK20OkNazE,HnC010011600,221.51,6.72,214.79,USD,1.0
paypal_express,27D7399859098101X,HnK001018349,0.0,0.0,0.0,Refunded,1.0
stripe_payments,pi_3RlEVtKBRFHIrdpE0aqqSBtx,HnK001018348,145.03,4.51,140.52,USD,1.0
paypal_express,1AT789247Y785511V,HnK001018347,121.69,4.49,117.2,USD,1.0
stripe_payments,pi_3RlDz7KBRFHIrdpE0Htgbl6P,HnK001018346,138.87,4.33,134.54,USD,1.0
paypal_express,0UL03395KE776302M,HnK001018344,482.53,16.37,466.16,USD,1.0
stripe_payments,pi_3RlDmiKBRFHIrdpE1LYTbE25,HnK001018345,552.69,16.33,536.36,USD,1.0
stripe_payments,pi_3RlDijLbZ7P2XrWw0wMx7OtL,CEFE000002141,139.59,6.44,133.15,USD,0.721716
paypal_express,4YH22438GF944421E,HnK001018343,139.68,5.09,134.59,USD,1.0
paypal_express,59A99108JM384152L,HnC010011599,126.47,4.65,121.82,USD,1.0
stripe_payments,pi_3RlDRiBQ61UuLJWK2qnGY7bB,HnC010011598,1512.13,44.15,1467.98,USD,1.0
stripe_payments,pi_3RlDNnKBRFHIrdpE065eo4k8,HnK001018342,216.58,6.58,210.0,USD,1.0
paypal_express,34S16931DB105680V,HnK001018340,225.16,7.9,217.26,USD,1.0
stripe_payments,pi_3RlDDMLbZ7P2XrWw2EU2dRxS,FE001016410,246.63,7.45,239.18,USD,1.0
stripe_payments,pi_3RlCquBQ61UuLJWK0z16mRfx,HnC010011597,220.9,6.71,214.19,USD,1.0
stripe_payments,pi_3RlCpxLbZ7P2XrWw1VgGKVH7,CEFE000002140,245.64,11.11,234.53,USD,0.721264
stripe_payments,pi_3RlCmzLbZ7P2XrWw2YOP0p5q,CEFE000002139,126.26,5.86,120.4,USD,0.721264
stripe_payments,pi_3RlCisKBRFHIrdpE1pOhVGUE,HnK001018339,654.35,19.28,635.07,USD,1.0
stripe_payments,pi_3RlCZwBQ61UuLJWK1PbifyA7,HnC010011596,190.29,5.82,184.47,USD,1.0
paypal_express,5MJ821779S304762F,HnK001018337,144.96,5.26,139.7,USD,1.0
stripe_payments,pi_3RlC8MBQ61UuLJWK2NlsG53S,HnC010011595,611.22,18.03,593.19,USD,1.0
stripe_payments,pi_3RlC6dKBRFHIrdpE0Xz0VXFa,HnK001018336,307.63,9.22,298.41,USD,1.0
stripe_payments,pi_3RlC1oBQ61UuLJWK2HcJA1oU,HnC010011594,199.43,6.08,193.35,USD,1.0
stripe_payments,pi_3RlBZwLbZ7P2XrWw1Tinpl1t,FE001016409,103.44,3.3,100.14,USD,1.0
stripe_payments,pi_3RlBTBBQ61UuLJWK24MNgElD,HnC010011593,414.05,12.31,401.74,USD,1.0
stripe_payments,pi_3RlBOkBQ61UuLJWK0IwLJhnj,HnC010011591,634.94,18.71,616.23,USD,1.0
stripe_payments,pi_3RlBEJBQ61UuLJWK1RYtJdNY,HnC010011589,4316.59,125.48,4191.11,USD,1.0
stripe_payments,pi_3RlB0gKBRFHIrdpE0VQ48zVo,HnK001018335,155.63,4.81,150.82,USD,1.0
paypal_express,2A910228H8750281T,HnK001018334,124.8,4.6,120.2,USD,1.0
stripe_payments,pi_3RlAf2KBRFHIrdpE1o0jbAzJ,HnK001018333,102.3,3.27,99.03,USD,1.0
stripe_payments,pi_3RlAbwKBRFHIrdpE0EWvn6iH,HnK001018332,135.44,4.23,131.21,USD,1.0
stripe_payments,pi_3RlAZuBQ61UuLJWK2zEkl2uj-refund,HnC010011586,471.19,13.96,457.23,USD,1.0
stripe_payments,pi_3RlASkBQ61UuLJWK2zOfjJPO,HnC010011585,212.05,6.45,205.6,USD,1.0
stripe_payments,pi_3Rl9wUBQ61UuLJWK1FM8rQgP,HnC010011584,289.33,8.69,280.64,USD,1.0
stripe_payments,pi_3Rl9vIKBRFHIrdpE03YRd4yN-refund,HnK001018330,182.16,5.58,176.58,USD,1.0
stripe_payments,pi_3Rl9r0BQ61UuLJWK0NE7dif9,HnC010011583,425.48,12.64,412.84,USD,1.0
stripe_payments,pi_3Rl9dFKBRFHIrdpE0q5Cgqsl,HnK001018328,314.23,9.41,304.82,USD,1.0
stripe_payments,pi_3Rl9GpKBRFHIrdpE1HSWXsq9,HnK001018327,259.66,7.83,251.83,USD,1.0
stripe_payments,pi_3Rl8m1BQ61UuLJWK2HKU7ssS-refund,HnC010011582,462.96,13.73,449.23,USD,1.0
paypal_express,36D67246M7210094N,HnC010011581,148.63,5.38,143.25,USD,1.0
paypal_express,27D909041V7358445,HnK001018326,83.67,3.24,80.43,USD,1.0
paypal_express,3V177508X3247742P,HnK001018325,0.0,0.0,0.0,Refunded,1.0
stripe_payments,pi_3Rl78xLbZ7P2XrWw1dCDllpe,CEFE000002135,137.8,6.36,131.44,USD,0.723573
stripe_payments,pi_3Rl6rfLbZ7P2XrWw0Plx3HTO,FE001016408,189.71,5.8,183.91,USD,1.0
stripe_payments,pi_3Rl6VPKBRFHIrdpE1LfEVL6F,HnK001018324,102.28,3.27,99.01,USD,1.0
paypal_express,4NC49426JM582570P,HnK001018323,90.26,3.46,86.8,USD,1.0
stripe_payments,pi_3Rl2aTKBRFHIrdpE15OeQOOG-refund,HnK001018320,339.48,10.14,329.34,USD,1.0
stripe_payments,pi_3Rl2URBQ61UuLJWK1HDHWHz0,HnC010011580,595.87,17.58,578.29,USD,1.0
paypal_express,58J02968E98720145,HnK001018319,126.31,4.65,121.66,USD,1.0
stripe_payments,pi_3Rl1IgKBRFHIrdpE0efaH9RI,HnK001018318,192.18,5.87,186.31,USD,1.0
stripe_payments,pi_3Rl09zKBRFHIrdpE0nug0zaH-refund,HnK001018316,188.41,5.76,182.65,USD,1.0
stripe_payments,pi_3RkzoKLbZ7P2XrWw0vhDcTd3,CEFE000002134,169.98,7.78,162.2,USD,0.722686
paypal_express,2H87007763917322X,HnK001018314,168.24,6.03,162.21,USD,1.0
stripe_payments,pi_3RkykcKBRFHIrdpE0qbOjwov-refund,HnK001018313,298.2,8.95,289.25,USD,1.0
stripe_payments,pi_3RkxluKBRFHIrdpE0AhhLQh6,HnK001018311,49.63,1.74,47.89,USD,1.0
stripe_payments,pi_3RkxaFKBRFHIrdpE02I41k46,HnK001018309,105.29,3.35,101.94,USD,1.0
paypal_express,6FH62326H1848202V,HnK001018308,225.55,11.29,214.26,USD,1.0
paypal_express,7Y7900214A881223R,HnC010011578,422.46,14.39,408.07,USD,1.0
paypal_express,6NN6363208939513P,HnK001018306,153.2,5.53,147.67,USD,1.0
stripe_payments,pi_3Rkw3ZBQ61UuLJWK1JBARx4T,HnC010011577,92.42,2.98,89.44,USD,1.0
stripe_payments,pi_3Rkw3FKBRFHIrdpE0i1qXsD3,HnK001018305,208.14,6.34,201.8,USD,1.0
stripe_payments,pi_3RkvtkBQ61UuLJWK15bF3rG1,HnC010011576,908.85,26.66,882.19,USD,1.0
stripe_payments,pi_3RkvniBQ61UuLJWK2ajKtdOd,HnC010011575,179.9,5.52,174.38,USD,1.0
stripe_payments,pi_3RkvmULbZ7P2XrWw34cgj97X,FE001016407,182.31,5.59,176.72,USD,1.0
stripe_payments,pi_3RkvRRKBRFHIrdpE1FKgLvoe,HnK001018304,99.96,3.2,96.76,USD,1.0
stripe_payments,pi_3RkvQoBQ61UuLJWK0jXo8rp3,HnC010011574,419.22,12.46,406.76,USD,1.0
paypal_express,1XY18060E83486719,HnC010011572,506.08,17.14,488.94,USD,1.0
stripe_payments,pi_3Rkv6iBQ61UuLJWK06uAwJYL,HnC010011571,544.33,16.09,528.24,USD,1.0
