Order Number,Purchased on,Total Purchased,Subtotal Purchased,Tax,Shipping,Discount,Vendor Amount,Vendor Subtotal,Vendor Shipping,Vendor Name,Payment Method,Payment Transaction ID
HnK001018486,2025-07-17 22:58:04,267.91,250.82,16.68,12.95,-12.54,225.3300,214.3800,10.9500,Encompass,stripe_payments,pi_3Rm0kYKBRFHIrdpE0DvIq2i1
HnK001018485,2025-07-17 22:57:00,47.27,32.38,1.94,12.95,0.00,32.5400,21.5900,10.9500,Encompass,paypal_express,61D37670UL646132L
HnC010011653,2025-07-17 22:35:30,144.42,107.82,8.49,28.11,0.00,117.1600,89.7500,27.4100,Neuco,stripe_payments,pi_3Rm0OiBQ61UuLJWK1fOF7sJE
HnC010011652,2025-07-17 22:31:51,4669.29,4248.72,355.83,64.74,0.00,3804.4500,3793.5000,10.9500,Encompass,stripe_payments,pi_3Rm0LABQ61UuLJWK1bUBuam1
HnK001018484,2025-07-17 22:30:49,70.93,54.31,3.67,12.95,0.00,47.1600,36.2100,10.9500,Encompass,stripe_payments,pi_3Rm0KBKBRFHIrdpE1ir4JS5L
HnC010011651,2025-07-17 22:30:28,162.95,75.02,5.25,82.68,0.00,79.3800,25.8400,27.7000,Neuco,paypal_express,05053537SM363744K
HnC010011650,2025-07-17 22:24:18,939.12,840.71,77.67,62.78,-42.04,599.2900,588.3400,10.9500,Encompass,stripe_payments,pi_3Rm0DsBQ61UuLJWK1xYFnwzR
HnK001018483,2025-07-17 22:22:47,278.04,243.20,21.89,12.95,0.00,219.8100,147.8600,11.9500,ReliableParts,stripe_payments,pi_3Rm0CPKBRFHIrdpE1AdSu40i
HnK001018482,2025-07-17 22:18:41,154.90,137.40,11.42,12.95,-6.87,120.0000,109.0500,10.9500,Encompass,paypal_express,4E4464459X681612A
FE001016432,2025-07-17 22:06:45,134.97,78.29,6.69,49.99,0.00,115.3400,66.3500,48.9900,AllPoints,paypal_express,73R37387M57393747
HnK001018481,2025-07-17 22:03:30,511.13,435.08,26.10,49.95,0.00,409.8100,371.8600,37.9500,ReliableParts,stripe_payments,pi_3RlztkKBRFHIrdpE1XsJoTgN
HnK001018480,2025-07-17 21:49:51,170.12,146.89,10.28,12.95,0.00,131.3500,120.4000,10.9500,Encompass,stripe_payments,pi_3RlzgXKBRFHIrdpE0jfX5E8f
CEFE000002158,2025-07-17 21:35:27,468.23,427.23,0.00,41.00,0.00,238.4100,209.4200,28.9900,AllPoints,stripe_payments,pi_3RlzSbLbZ7P2XrWw2KIhVRNd
FE001016431,2025-07-17 21:31:10,24.39,6.98,0.42,16.99,0.00,19.4800,3.4900,15.9900,AllPoints,paypal_express,9AG02745FY901471V
HnK001018478,2025-07-17 20:44:43,232.01,201.20,17.86,12.95,0.00,175.8700,164.9200,10.9500,Encompass,stripe_payments,pi_3RlyfVKBRFHIrdpE0VUP6mLf-refund
HnK001018477,2025-07-17 20:44:34,202.36,174.17,15.24,12.95,0.00,153.7100,142.7600,10.9500,Encompass,stripe_payments,pi_3RlyfMKBRFHIrdpE15fHBeux
HnK001018476,2025-07-17 20:42:26,181.96,156.49,12.52,12.95,0.00,139.2200,128.2700,10.9500,Encompass,stripe_payments,pi_3RlydIKBRFHIrdpE0f6cPoZj
HnK001018475,2025-07-17 20:31:38,158.18,135.41,9.82,12.95,0.00,118.4200,107.4700,10.9500,Encompass,stripe_payments,pi_3RlySpKBRFHIrdpE0MOCdQh9
HnK001018474,2025-07-17 20:12:26,301.68,265.50,23.23,12.95,0.00,237.8700,226.9200,10.9500,Encompass,stripe_payments,pi_3RlyAGKBRFHIrdpE1qjuywbg
HnK001018473,2025-07-17 19:40:40,83.45,31.42,2.08,49.95,0.00,53.9000,20.9500,32.9500,Encompass,stripe_payments,pi_3RlxfWKBRFHIrdpE1ufEZPSG
HnK001018471,2025-07-17 19:27:18,141.19,116.85,11.39,12.95,0.00,0.0000,92.7400,10.9500,Encompass,stripe_payments,pi_3RlxSaKBRFHIrdpE10w2u7Av
HnK001018470,2025-07-17 19:26:49,51.81,36.66,2.20,12.95,0.00,35.3900,24.4400,10.9500,Encompass,stripe_payments,pi_3RlxS7KBRFHIrdpE167d4TLH
HnK001018469,2025-07-17 19:18:43,295.12,264.95,17.22,12.95,0.00,237.4000,226.4500,10.9500,Encompass,paypal_express,1SG17636P8865651L
CEFE000002157,2025-07-17 19:07:19,357.88,316.88,0.00,41.00,0.00,194.3000,165.3100,28.9900,AllPoints,stripe_payments,pi_3Rlx9ELbZ7P2XrWw0UmZqOwM
HnK001018468,2025-07-17 19:06:30,278.18,244.00,21.23,12.95,0.00,210.9500,200.0000,10.9500,Encompass,paypal_express,6SM20733XF191444N
HnC010011648,2025-07-17 19:00:09,316.58,259.87,15.59,41.12,0.00,239.5600,211.2000,28.3600,Neuco,stripe_payments,pi_3Rlx1cBQ61UuLJWK0sU8LML7
HnC010011647,2025-07-17 18:44:11,563.19,399.44,29.96,133.79,0.00,402.9700,329.2400,73.7300,Neuco,stripe_payments,pi_3RlwmkBQ61UuLJWK1yi7NuND
HnK001018467,2025-07-17 18:43:36,312.47,248.37,24.15,39.95,0.00,237.2300,212.2800,24.9500,Encompass,stripe_payments,pi_3RlwmIKBRFHIrdpE0XlQfmcH
FE001016430,2025-07-17 18:34:40,336.48,294.80,24.69,16.99,0.00,274.5900,258.6000,15.9900,AllPoints,stripe_payments,pi_3RlwdWLbZ7P2XrWw0YJcwDXy
HnK001018466,2025-07-17 18:32:33,990.34,913.45,63.94,12.95,0.00,759.7000,748.7500,10.9500,Encompass,stripe_payments,pi_3RlwbbKBRFHIrdpE0r7QR1dJ
HnK001018465,2025-07-17 17:51:08,227.14,197.64,16.55,12.95,0.00,167.8100,156.8600,10.9500,Encompass,paypal_express,75C32943EE8529241
HnK001018464,2025-07-17 17:49:43,253.19,237.45,14.66,12.95,-11.87,213.9000,202.9500,10.9500,Encompass,stripe_payments,pi_3RlvwAKBRFHIrdpE1QyeXPtj
HnC010011645,2025-07-17 17:43:15,712.62,625.60,43.79,43.23,0.00,562.6800,528.8800,33.8000,Neuco,stripe_payments,pi_3RlvptBQ61UuLJWK1WIpI34g
HnK001018463,2025-07-17 17:43:10,190.30,137.62,12.73,39.95,0.00,125.5500,100.6000,24.9500,Encompass,paypal_express,5AK9303489129963U
HnK001018462,2025-07-17 17:42:15,680.09,600.88,34.25,75.00,-30.04,515.0100,504.0600,10.9500,Encompass,stripe_payments,pi_3RlvovKBRFHIrdpE0t2NbPiX
HnC010011644,2025-07-17 17:39:54,212.15,177.34,10.64,24.17,0.00,167.4000,144.8800,22.5200,Neuco,stripe_payments,pi_3RlvmeBQ61UuLJWK2I4DKDpx
CEFE000002156,2025-07-17 17:34:54,157.78,116.78,0.00,41.00,0.00,80.8400,51.8500,28.9900,AllPoints,stripe_payments,pi_3RlvhoLbZ7P2XrWw3Dx9cug8
CEFE000002155,2025-07-17 17:18:20,787.36,746.36,0.00,41.00,0.00,432.0100,403.0200,28.9900,AllPoints,stripe_payments,pi_3RlvRmLbZ7P2XrWw2MWuYN8X
HnK001018461,2025-07-17 17:07:55,648.00,601.94,33.11,12.95,0.00,525.4300,514.4800,10.9500,Encompass,stripe_payments,pi_3RlvHhKBRFHIrdpE0wLqlRfx
HnK001018460,2025-07-17 17:07:09,168.65,146.89,8.81,12.95,0.00,131.3500,120.4000,10.9500,Encompass,stripe_payments,pi_3RlvGxKBRFHIrdpE0fczXqer
FE001016429,2025-07-17 16:30:48,143.26,85.77,7.50,49.99,0.00,121.6800,72.6900,48.9900,AllPoints,stripe_payments,pi_3RluhmLbZ7P2XrWw0CEefYW4
HnK001018459,2025-07-17 16:21:48,196.50,168.09,15.46,12.95,0.00,148.7300,137.7800,10.9500,Encompass,stripe_payments,pi_3RluZ4KBRFHIrdpE0nN7iavi
WTB000010110,2025-07-17 16:20:21,250.68,198.80,11.93,39.95,0.00,190.6200,165.6700,24.9500,Encompass,stripe_payments,pi_3RluXcCyhgPTsSxt1IENh3PW
HnK001018458,2025-07-17 16:12:06,183.63,167.13,11.91,12.95,-8.36,147.9400,136.9900,10.9500,Encompass,stripe_payments,pi_3RluPgKBRFHIrdpE0mcIEvxn
HnC010011643,2025-07-17 16:08:23,909.66,784.78,47.09,77.79,0.00,706.9900,652.1600,54.8300,Neuco,stripe_payments,pi_3RluM4BQ61UuLJWK1lzqyiCj
FE001016428,2025-07-17 15:53:13,642.46,584.55,40.92,16.99,0.00,523.7100,512.7600,10.9500,Encompass,stripe_payments,pi_3Rlu7PLbZ7P2XrWw1OnTvB9b
FE001016427,2025-07-17 15:46:23,551.09,460.25,40.85,49.99,0.00,452.7200,403.7300,48.9900,AllPoints,stripe_payments,pi_3Rlu0nLbZ7P2XrWw33OB8Qdh
HnC010011641,2025-07-17 15:33:48,191.62,17.33,1.30,172.99,0.00,85.1800,12.8600,72.3200,Neuco,paypal_express,7FK35744325739211
HnC010011640,2025-07-17 15:29:39,262.32,205.91,16.47,39.94,0.00,198.8400,168.7600,30.0800,Neuco,stripe_payments,pi_3RltkbBQ61UuLJWK1kso0ExX
HnK001018456,2025-07-17 15:28:39,112.03,92.60,6.48,12.95,0.00,84.4400,73.4900,10.9500,Encompass,paypal_express,5GE48845FB813050S
HnK001018457,2025-07-17 15:27:59,32.92,18.41,1.56,12.95,0.00,23.2200,12.2700,10.9500,Encompass,stripe_payments,pi_3RltiyKBRFHIrdpE0AiR51xl
HnK001018455,2025-07-17 15:18:52,172.24,157.25,9.90,12.95,-7.86,140.9200,129.9700,10.9500,Encompass,paypal_express,3EU47248EW4335409
HnK001018454,2025-07-17 15:06:23,124.19,105.94,5.30,12.95,0.00,95.0300,84.0800,10.9500,Encompass,stripe_payments,pi_3RltO5KBRFHIrdpE1rFFBMzs
HnC010011639,2025-07-17 14:51:13,193.96,149.71,13.29,30.96,0.00,145.8300,120.3400,25.4900,Neuco,stripe_payments,pi_3Rlt9PBQ61UuLJWK1fdSJEod
HnC010011638,2025-07-17 14:47:46,490.08,348.02,33.93,108.13,0.00,327.8900,294.9400,32.9500,Encompass,stripe_payments,pi_3Rlt64BQ61UuLJWK24TDPy2T
FE001016426,2025-07-17 14:37:51,177.05,157.46,10.47,16.99,-7.87,149.4300,133.4400,15.9900,AllPoints,stripe_payments,pi_3RlswTLbZ7P2XrWw15MBbEK5-refund
HnC010011637,2025-07-17 14:36:29,1368.80,1241.89,74.51,52.40,0.00,616.6600,582.4500,34.2100,Neuco,stripe_payments,pi_3Rlsv8BQ61UuLJWK0wn4mVgy
HnC010011636,2025-07-17 14:33:02,1447.37,1306.22,78.37,62.78,0.00,1232.9900,974.2200,258.7700,Neuco,stripe_payments,pi_3RlsroBQ61UuLJWK2b1Q8y5R
HnK001018453,2025-07-17 14:01:20,120.19,99.30,7.94,12.95,0.00,89.7600,78.8100,10.9500,Encompass,stripe_payments,pi_3RlsN7KBRFHIrdpE0uS8Qios
HnK001018450,2025-07-17 13:52:12,446.30,408.82,24.53,12.95,0.00,381.3400,349.4200,10.9500,Encompass,stripe_payments,pi_3RlsEIKBRFHIrdpE1AX78FBd
CEFE000002154,2025-07-17 13:09:58,90.42,49.42,0.00,41.00,0.00,50.9300,21.9400,28.9900,AllPoints,stripe_payments,pi_3RlrZRLbZ7P2XrWw2Ch0SuFX
HnK001018449,2025-07-17 12:49:21,213.14,187.97,12.22,12.95,0.00,165.0200,154.0700,10.9500,Encompass,paypal_express,34122995M6158921E
HnC010011635,2025-07-17 12:47:03,272.00,230.78,13.85,27.37,0.00,206.5300,195.5800,10.9500,Encompass,stripe_payments,pi_3RlrDFBQ61UuLJWK1tpbSFrn
HnK001018448,2025-07-17 11:58:10,29.80,15.60,1.25,12.95,0.00,21.3500,10.4000,10.9500,Encompass,stripe_payments,pi_3RlqRwKBRFHIrdpE1XBaaL2m
HnK001018447,2025-07-17 11:42:23,66.63,49.36,4.32,12.95,0.00,43.8600,32.9100,10.9500,Encompass,stripe_payments,pi_3RlqCfKBRFHIrdpE0fpC1v2q-refund
HnK001018446,2025-07-17 11:23:10,135.42,113.93,8.54,12.95,0.00,101.3700,90.4200,10.9500,Encompass,stripe_payments,pi_3Rlpu4KBRFHIrdpE0dwuq3kw
HnK001018445,2025-07-17 11:18:28,298.63,241.76,16.92,39.95,0.00,223.1100,198.1600,24.9500,Encompass,stripe_payments,pi_3RlppWKBRFHIrdpE1T8ziexz
HnC010011634,2025-07-17 10:51:31,859.49,756.48,60.52,42.49,0.00,674.5300,663.5800,10.9500,Encompass,stripe_payments,pi_3RlpHMBQ61UuLJWK15BGRqcP
HnK001018444,2025-07-17 10:03:24,31.04,16.58,1.51,12.95,0.00,22.0000,11.0500,10.9500,Encompass,paypal_express,7J279244E5025311H
HnK001018443,2025-07-17 04:01:13,352.23,261.54,15.69,75.00,0.00,234.4900,223.5400,10.9500,Encompass,stripe_payments,pi_3Rlj0OKBRFHIrdpE13vauVSG
HnC010011633,2025-07-17 03:53:26,49.84,22.19,1.93,25.72,0.00,38.5600,18.4600,20.1000,Neuco,paypal_express,3TB11405JE4152216
CEFE000002153,2025-07-17 03:39:06,162.84,121.84,0.00,41.00,0.00,92.5500,63.5600,28.9900,AllPoints,stripe_payments,pi_3RlieyLbZ7P2XrWw0gKe0sjo
HnK001018441,2025-07-17 03:27:51,227.56,200.57,14.04,12.95,0.00,175.3500,164.4000,10.9500,Encompass,paypal_express,4US74311GT270562M
HnK001018442,2025-07-17 03:26:44,35.30,20.41,1.94,12.95,0.00,24.5600,13.6100,10.9500,Encompass,stripe_payments,pi_3RliT0KBRFHIrdpE1i42QYF9
HnC010011631,2025-07-17 01:46:47,594.56,486.90,32.14,75.52,0.00,438.0500,427.1000,10.9500,Encompass,stripe_payments,pi_3Rlgu5BQ61UuLJWK0OARyZgg
HnK001018438,2025-07-17 01:45:39,92.79,74.62,5.22,12.95,0.00,70.1700,59.2200,10.9500,Encompass,stripe_payments,pi_3RlgtBKBRFHIrdpE0lg8RHS6
FE001016421,2025-07-17 01:39:35,112.94,89.67,6.28,16.99,0.00,91.9800,75.9900,15.9900,AllPoints,stripe_payments,pi_3RlgnJLbZ7P2XrWw01E01yqy
HnK001018437,2025-07-17 01:30:50,103.35,82.18,8.22,12.95,0.00,76.1700,65.2200,10.9500,Encompass,stripe_payments,pi_3RlgeqKBRFHIrdpE1X7pjbKS
HnK001018431,2025-07-17 01:07:07,94.03,75.78,5.30,12.95,0.00,72.0900,60.1400,11.9500,Encompass,stripe_payments,pi_3RlgHuKBRFHIrdpE0keCWE3W
HnK001018436,2025-07-17 01:00:35,221.09,193.96,14.18,12.95,0.00,169.9300,158.9800,10.9500,Encompass,paypal_express,2KJ37822HT8733413
HnK001018435,2025-07-17 00:56:33,43.97,28.86,2.16,12.95,0.00,30.1900,19.2400,10.9500,Encompass,paypal_express,22Y91837RM464924M
HnK001018434,2025-07-17 00:48:27,108.69,89.79,5.95,12.95,0.00,82.2100,71.2600,10.9500,Encompass,stripe_payments,pi_3RlfzoKBRFHIrdpE1eGs8ko8
HnK001018433,2025-07-17 00:44:15,174.37,148.23,13.19,12.95,0.00,128.5900,117.6400,10.9500,Encompass,paypal_express,7DG97111P61770152
HnK001018432,2025-07-17 00:14:05,265.45,252.50,0.00,12.95,0.00,211.3500,200.4000,10.9500,Encompass,stripe_payments,pi_3RlfSZKBRFHIrdpE1QQSLQL9
HnK001018429,2025-07-16 23:43:39,554.92,525.20,43.03,12.95,-26.26,459.8400,448.8900,10.9500,Encompass,paypal_express,2JB60876EB195841Y
FE001016420,2025-07-16 23:40:52,79.18,58.12,4.07,16.99,0.00,57.5100,41.5200,15.9900,AllPoints,stripe_payments,pi_3RlewQLbZ7P2XrWw3gwtc8vN
HnK001018426,2025-07-16 23:29:39,183.28,158.45,11.88,12.95,0.00,140.8300,129.8800,10.9500,Encompass,stripe_payments,pi_3RlelZKBRFHIrdpE1WFhUH1Y-refund
HnK001018425,2025-07-16 23:25:19,311.81,270.52,28.34,12.95,0.00,242.1600,231.2100,10.9500,Encompass,stripe_payments,pi_3RlehNKBRFHIrdpE0aYktAc3
HnK001018424,2025-07-16 23:19:56,194.91,168.09,13.87,12.95,0.00,148.7300,137.7800,10.9500,Encompass,stripe_payments,pi_3RlecAKBRFHIrdpE131W5j22
HnC010011630,2025-07-16 22:56:49,234.37,196.38,12.27,25.72,0.00,186.1400,154.1900,31.9500,Neuco,stripe_payments,pi_3RleFnBQ61UuLJWK1iMlcS22
HnK001018423,2025-07-16 22:50:54,129.84,108.23,8.66,12.95,0.00,96.8500,85.9000,10.9500,Encompass,paypal_express,7VT82734ML844091R
HnC010011629,2025-07-16 22:49:38,302.26,224.70,13.48,64.08,0.00,223.8700,176.5200,47.3500,Neuco,stripe_payments,pi_3Rle8qBQ61UuLJWK1ZW3cxt0
HnK001018422,2025-07-16 22:33:22,333.37,257.65,25.77,49.95,0.00,235.2000,202.2500,32.9500,Encompass,stripe_payments,pi_3RldruKBRFHIrdpE0w2O4c47
FE001016419,2025-07-16 22:31:08,102.62,78.29,7.34,16.99,0.00,82.3400,66.3500,15.9900,AllPoints,stripe_payments,pi_3RldqwLbZ7P2XrWw0ogZO7lm
HnK001018421,2025-07-16 22:04:30,247.52,215.20,19.37,12.95,0.00,187.3400,176.3900,10.9500,Encompass,paypal_express,5SG14845V7601441H
HnK001018420,2025-07-16 21:59:44,58.11,41.91,3.25,12.95,0.00,38.8900,27.9400,10.9500,Encompass,stripe_payments,pi_3RldMXKBRFHIrdpE17RF1Ikr
HnK001018419,2025-07-16 21:28:56,160.69,111.41,9.33,39.95,0.00,109.0300,84.0800,24.9500,Encompass,paypal_express,4U431764WB1314747
HnK001018418,2025-07-16 21:24:20,149.30,126.25,10.10,12.95,0.00,111.1500,100.2000,10.9500,Encompass,stripe_payments,pi_3RlcoHKBRFHIrdpE1FnLRVE9
HnC010011628,2025-07-16 21:21:38,3355.74,2987.22,164.30,204.22,0.00,1594.2400,1583.2900,10.9500,Encompass,stripe_payments,pi_3RlclgBQ61UuLJWK1NOXqKSt-refund
HnK001018417,2025-07-16 21:15:07,80.97,63.42,4.60,12.95,0.00,61.2800,50.3300,10.9500,Encompass,paypal_express,8KN25252T57020032
HnK001018416,2025-07-16 21:10:43,174.91,147.57,14.39,12.95,0.00,132.9200,121.9700,10.9500,Encompass,stripe_payments,pi_3Rlcb8KBRFHIrdpE1tKeIVqw
FE001016418,2025-07-16 21:06:49,107.05,83.39,6.67,16.99,0.00,81.4700,65.4800,15.9900,AllPoints,stripe_payments,pi_3RlcXLLbZ7P2XrWw2OrvR2ol
HnK001018415,2025-07-16 21:05:21,119.77,98.91,7.91,12.95,0.00,89.4500,78.5000,10.9500,Encompass,stripe_payments,pi_3RlcVvKBRFHIrdpE08ScKST5
CEFE000002152,2025-07-16 21:03:43,671.03,663.19,0.00,41.00,-33.16,328.3000,328.3000,28.9900,AllPoints,stripe_payments,pi_3RlcUKLbZ7P2XrWw1qUXiTES
HnC010011627,2025-07-16 20:41:00,254.59,209.65,18.32,26.62,0.00,188.6200,177.6700,10.9500,Encompass,stripe_payments,pi_3Rlc8MBQ61UuLJWK0oL5clWq
HnK001018413,2025-07-16 20:22:54,350.64,312.68,25.01,12.95,0.00,278.2000,267.2500,10.9500,Encompass,paypal_express,6B764962RA235160C
CEFE000002151,2025-07-16 20:21:14,253.86,212.86,0.00,41.00,0.00,140.0300,111.0400,28.9900,AllPoints,stripe_payments,pi_3RlbpELbZ7P2XrWw3AvsuV5w
HnC010011626,2025-07-16 20:18:20,232.89,195.63,0.00,37.26,0.00,193.9400,165.7900,28.1500,Neuco,stripe_payments,pi_3RlbmQBQ61UuLJWK2zzEoJlB
HnK001018412,2025-07-16 19:47:21,89.48,71.52,5.01,12.95,0.00,67.7100,56.7600,10.9500,Encompass,paypal_express,77283420HG340221E
FE001016416,2025-07-16 19:39:12,110.60,55.23,5.38,49.99,0.00,88.4400,39.4500,48.9900,AllPoints,stripe_payments,pi_3RlbAYLbZ7P2XrWw3ksgessc
HnK001018411,2025-07-16 19:37:37,215.38,190.97,11.46,12.95,0.00,167.4800,156.5300,10.9500,Encompass,paypal_express,64K659309W0152708
HnK001018410,2025-07-16 19:34:47,240.55,210.74,16.86,12.95,0.00,183.6900,172.7400,10.9500,Encompass,stripe_payments,pi_3Rlb6HKBRFHIrdpE0SYXTm8m-refund
HnK001018409,2025-07-16 19:32:51,82.07,64.12,5.00,12.95,0.00,61.8400,50.8900,10.9500,Encompass,stripe_payments,pi_3Rlb4PKBRFHIrdpE104wxXuC
HnC010011625,2025-07-16 19:24:05,96.51,66.63,4.16,25.72,0.00,66.0000,45.9000,20.1000,Neuco,stripe_payments,pi_3RlaupBQ61UuLJWK00HoPbeg
FE001016415,2025-07-16 19:17:21,43.87,25.12,1.76,16.99,0.00,28.5500,12.5600,15.9900,AllPoints,stripe_payments,pi_3RlapPLbZ7P2XrWw3nmYM1oJ
HnC010011624,2025-07-16 19:15:43,267.09,103.02,8.77,155.30,0.00,140.7300,70.9800,69.7500,Neuco,stripe_payments,pi_3RlanpBQ61UuLJWK1JjcEMoi
HnC010011623,2025-07-16 19:12:56,198.69,152.23,12.18,34.28,0.00,159.2700,124.3700,34.9000,Neuco,stripe_payments,pi_3Rlal9BQ61UuLJWK0vobcdtM-refund
FE001016414,2025-07-16 19:09:39,1575.53,1427.41,98.13,49.99,0.00,1307.4200,1274.4700,32.9500,Encompass,stripe_payments,pi_3RlahwLbZ7P2XrWw0ThJHcIW
HnK001018408,2025-07-16 19:09:23,309.01,253.08,18.63,49.95,-12.65,241.2600,216.3100,24.9500,Encompass,stripe_payments,pi_3RlahhKBRFHIrdpE1t1bcWgU
HnK001018407,2025-07-16 19:08:22,257.94,228.96,16.03,12.95,0.00,198.6200,187.6700,10.9500,Encompass,paypal_express,2MH73532HC641640P
HnK001018406,2025-07-16 18:47:01,210.72,159.60,11.17,39.95,0.00,155.7700,130.8200,24.9500,Encompass,paypal_express,32A84838S5566450B
HnC010011622,2025-07-16 18:28:18,924.77,749.24,73.05,102.48,0.00,682.1800,657.2300,24.9500,Encompass,stripe_payments,pi_3Rla3vBQ61UuLJWK1ojIwueI-refund
HnC010011621,2025-07-16 18:17:01,199.48,155.39,13.36,30.73,0.00,165.5200,124.6400,40.8800,Neuco,stripe_payments,pi_3RlZs9BQ61UuLJWK0x9vIYTf
HnK001018404,2025-07-16 18:16:28,183.97,155.76,15.26,12.95,0.00,138.6200,127.6700,10.9500,Encompass,stripe_payments,pi_3RlZsUKBRFHIrdpE0wTw17gV
HnK001018403,2025-07-16 18:04:35,87.52,67.33,7.24,12.95,0.00,64.3900,53.4400,10.9500,Encompass,stripe_payments,pi_3RlZgzKBRFHIrdpE0RUnFGDC
HnC010011620,2025-07-16 17:28:32,900.69,831.07,48.37,46.18,-24.93,19.6200,8.6700,10.9500,Encompass,paypal_express,37M72032VU652553C
HnC010011619,2025-07-16 17:22:45,132.26,99.92,6.62,25.72,0.00,101.3600,78.8800,22.4800,Neuco,stripe_payments,pi_3RlZ2UBQ61UuLJWK0IY6REK4
HnC010011618,2025-07-16 17:17:11,219.67,180.81,11.98,26.88,0.00,159.7600,141.9600,17.8000,Neuco,stripe_payments,pi_3RlYx6BQ61UuLJWK1Rk78NCs
HnK001018402,2025-07-16 16:36:21,66.68,50.69,3.04,12.95,0.00,44.7400,33.7900,10.9500,Encompass,stripe_payments,pi_3RlYJbKBRFHIrdpE05LKFI8T
HnK001018401,2025-07-16 16:24:41,229.67,204.45,12.27,12.95,0.00,178.5300,167.5800,10.9500,Encompass,stripe_payments,pi_3RlY8JKBRFHIrdpE02OcyW14
HnK001018399,2025-07-16 16:09:04,262.75,197.04,15.76,49.95,0.00,194.4600,161.5100,32.9500,Encompass,stripe_payments,pi_3RlXtCKBRFHIrdpE0pBxp2dq
CEFE000002147,2025-07-16 16:07:11,185.99,144.99,0.00,41.00,0.00,104.6300,75.6400,28.9900,AllPoints,stripe_payments,pi_3RlXrNLbZ7P2XrWw2WjLzyxY
HnK001018398,2025-07-16 16:06:43,45.03,30.26,1.82,12.95,0.00,31.1200,20.1700,10.9500,Encompass,stripe_payments,pi_3RlXqvKBRFHIrdpE1ZUjLr52
HnK001018397,2025-07-16 15:50:50,329.10,254.93,24.22,49.95,0.00,250.8400,217.8900,32.9500,Encompass,stripe_payments,pi_3RlXbYKBRFHIrdpE0GHS4QST
CEFE000002146,2025-07-16 15:43:18,2376.16,2335.16,0.00,41.00,0.00,1308.5100,1279.5200,28.9900,AllPoints,stripe_payments,pi_3RlXUGLbZ7P2XrWw0MaSw1KB
HnC010011617,2025-07-16 15:43:13,1926.07,1763.04,116.80,46.23,0.00,1390.8900,1320.0000,70.8900,Neuco,stripe_payments,pi_3RlXUBBQ61UuLJWK2GpUSdJ9
HnC010011616,2025-07-16 15:37:12,184.13,144.43,12.82,26.88,0.00,131.2000,113.4000,17.8000,Neuco,paypal_express,8WE88522M1014112B
HnK001018395,2025-07-16 15:29:14,87.89,69.55,5.39,12.95,0.00,66.1500,55.2000,10.9500,Encompass,stripe_payments,pi_3RlXGfKBRFHIrdpE1IYSmdKl
HnK001018394,2025-07-16 15:22:08,159.36,102.25,7.16,49.95,0.00,114.1000,81.1500,32.9500,Encompass,stripe_payments,pi_3RlX9nKBRFHIrdpE1y79Wfi3
HnC010011615,2025-07-16 15:08:33,369.32,319.00,23.53,26.79,0.00,328.8600,250.4600,78.4000,Neuco,stripe_payments_invoice,pi_3RlWweBQ61UuLJWK2adKVdJ7
HnC010011614,2025-07-16 15:01:39,509.18,425.11,29.76,54.31,0.00,405.8500,372.9000,32.9500,Encompass,stripe_payments,pi_3RlWpoBQ61UuLJWK1nnvKuiu
CEFE000002145,2025-07-16 14:45:24,475.88,434.88,0.00,41.00,0.00,222.0700,193.0800,28.9900,AllPoints,stripe_payments,pi_3RlWaELbZ7P2XrWw399NC8fu
HnK001018392,2025-07-16 14:20:28,188.59,159.67,15.97,12.95,0.00,141.8300,130.8800,10.9500,Encompass,stripe_payments,pi_3RlWC6KBRFHIrdpE0QWlYl4w
HnK001018391,2025-07-16 14:06:39,120.52,75.56,5.01,39.95,0.00,84.9200,59.9700,24.9500,Encompass,stripe_payments,pi_3RlVyjKBRFHIrdpE1zrbqatb-refund
HnC010011613,2025-07-16 13:56:16,198.52,67.13,5.96,125.43,0.00,158.8800,54.8800,104.0000,Neuco,stripe_payments,pi_3RlVogBQ61UuLJWK1GCX0ro4
HnK001018390,2025-07-16 13:47:51,89.66,71.69,5.02,12.95,0.00,67.8500,56.9000,10.9500,Encompass,stripe_payments,pi_3RlVgXKBRFHIrdpE0cZC8OcU
HnK001018389,2025-07-16 13:17:32,64.51,48.64,2.92,12.95,0.00,43.3800,32.4300,10.9500,Encompass,stripe_payments,pi_3RlVDCKBRFHIrdpE1P2KmAKW
FE001016413,2025-07-16 13:00:04,244.05,214.21,12.85,16.99,0.00,197.5200,181.5300,15.9900,AllPoints,stripe_payments,pi_3RlUwGLbZ7P2XrWw3AoHim9N
HnK001018388,2025-07-16 12:17:13,172.57,148.55,11.07,12.95,0.00,128.8500,117.9000,10.9500,Encompass,stripe_payments,pi_3RlUGoKBRFHIrdpE0DpG0VjI
HnC010011611,2025-07-16 10:46:31,291.18,241.06,16.87,33.25,0.00,236.3700,203.8500,32.5200,Neuco,stripe_payments,pi_3RlSr2BQ61UuLJWK2WZNITq1
HnK001018387,2025-07-16 05:02:56,48.34,32.66,2.73,12.95,0.00,32.7200,21.7700,10.9500,Encompass,stripe_payments,pi_3RlNUZKBRFHIrdpE1KmOwZAL
FE001016412,2025-07-16 04:36:14,373.71,334.95,21.77,16.99,0.00,299.8500,283.8600,15.9900,AllPoints,stripe_payments,pi_3RlN4iLbZ7P2XrWw0EpnMivd
